Sample Number,Sample Date,Start Time,Sample Location,Class,Genus,Species,Density,Biovolume,Counted
475,4/25/2018,21:06,Interior,Bacillariophyta,Synedra,Synedra delicatissima,666.6732982,1074677.357,5
334,4/20/2018,3:14,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,5711.988636,1068141.875,2
349,4/25/2018,22:01,Breach,Cryptophyta,Cryptomonas,Cryptomonas spp.,15868.09602,1063162.433,9
431,8/8/2017,7:33,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,44078.0445,1057873.068,5
118.2,4/19/2018,22:19,Breach,Bacillariophyta,Cyclotella,Cyclotella sp.,5289.36534,1057873.068,2
364,4/26/2018,10:55,Interior,Bacillariophyta,Aulacoseira,Aulacoseira islandica,6666.732982,1053343.811,20
136.1,4/20/2018,9:40,Breach,Chlorophyta,Chlamydomonas,Chlamydomonas spp.,5289.36534,1052583.703,2
127.2,4/20/2018,4:05,Breach,Bacillariophyta,Gomphonema,Gomphonema minuta,5289.36534,1047294.337,2
476,4/25/2018,21:15,Interior,Bacillariophyta,Nitzschia,Nitzschia gracilis,5711.988636,1045293.92,5
355,4/26/2018,4:17,Breach,Bacillariophyta,Navicula,Navicula sp.,5289.36534,1042004.972,5
490,4/26/2018,11:01,Interior,Chlorophyta,Scenedesmus,Scenedesmus quadricauda,22847.95455,1041143.574,76
181.1,4/26/2018,10:23,Breach,Bacillariophyta,Diatoma,Diatoma vulgare,5711.988636,1039581.932,6
118.2,4/19/2018,22:19,Breach,Cyanobacteria,Dolichospermum,Dolichospermum circinale,148102.2295,1036715.607,56
475,4/25/2018,21:06,Interior,Chlorophyta,Scenedesmus,Scenedesmus quadricauda,35262.4356,1035893.258,20
490,4/26/2018,11:01,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,5711.988636,1033869.943,19
435,8/8/2017,14:03,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,35262.4356,1022610.632,4
438,8/8/2017,14:37,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,35262.4356,1022610.632,4
442,8/8/2017,20:48,Interior,Chlorophyta,Scenedesmus,Scenedesmus quadricauda,38079.92424,1007402.097,4
127.1,4/20/2018,4:05,Breach,Chlorophyta,Scenedesmus,Scenedesmus sp.,22847.95455,1005310,4
118.3,4/19/2018,22:19,Breach,Cryptophyta,Rhodomonas,Rhodomonas sp.,26446.8267,1004979.415,10
434,8/8/2017,13:52,Interior,Bacillariophyta,Eunotia,Eunotia sp.,17631.2178,1004979.415,2
412,8/1/2017,9:10,Interior,Bacillariophyta,Diploneis,Diploneis sp.,2644.68267,999690.0493,1
26,8/1/2017,1:49,Breach,Bacillariophyta,Navicula,Navicula sp.,5711.988636,999598.0114,4
76,8/8/2017,6:30,Breach,Bacillariophyta,Fragilaria,Fragilaria sp.,17135.96591,993886.0227,15
448,4/19/2018,16:30,Interior,Bacillariophyta,Nitzschia,Nitzschia gracilis,5289.36534,983821.9533,3
415,8/1/2017,10:00,Interior,Bacillariophyta,Stauroneis,Stauroneis sp.,666.6732982,982676.4415,1
126.2,4/20/2018,2:57,Breach,Chlorophyta,Closterium,Closterium spp.,5289.36534,973243.2226,2
126.3,4/20/2018,2:57,Breach,Chlorophyta,Scenedesmus,Scenedesmus quadricauda,22847.95455,972721.9232,8
308,8/8/2017,0:22,Breach,Bacillariophyta,Frustulia,Frustulia sp.,666.6732982,952676.1431,1
150.3,4/25/2018,15:33,Breach,Chlorophyta,Selenastrum,Selenastrum gracile,52893.6534,952085.7613,12
471,4/25/2018,15:35,Interior,Bacillariophyta,Diatoma,Diatoma vulgare,5711.988636,948190.1136,5
301,7/31/2017,19:25,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,8815.608901,943270.1524,1
306,8/1/2017,14:07,Breach,Cyanobacteria,Pseudanabaena,Pseudanabaena spp.,171359.6591,942478.125,18
470,4/25/2018,15:26,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,5711.988636,936766.1364,2
305,8/1/2017,11:17,Interior,Bacillariophyta,Eunotia,Eunotia sp.,19039.96212,932958.1439,2
476,4/25/2018,21:15,Interior,Cryptophyta,Rhodomonas,Rhodomonas sp.,21157.46136,930928.2999,20
107.1,4/19/2018,16:14,Breach,Chlorophyta,Scenedesmus,Scenedesmus quadricauda,22847.95455,918752.7407,4
442,8/8/2017,20:48,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,35262.4356,916823.3257,4
431,8/8/2017,7:33,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,8815.608901,916823.3257,1
12,7/31/2017,18:30,Breach,Cyanobacteria,Aphanocapsa,Aphanocapsa sp.,182783.6364,913918.1818,48
318,8/8/2017,21:16,Interior,Bacillariophyta,Eunotia,Eunotia sp.,19039.96212,913918.1818,2
118.3,4/19/2018,22:19,Breach,Cryptophyta,Cryptomonas,Cryptomonas spp.,11423.97727,913918.1818,4
65,8/8/2017,1:10,Breach,Bacillariophyta,Fragilaria,Fragilaria sp.,15868.09602,904481.4732,36
339,4/20/2018,9:08,Breach,Bacillariophyta,Eunotia,Eunotia sp.,15868.09602,904481.4732,9
149.1,4/25/2018,15:01,Breach,Chlorophyta,Oocystis,Oocystis spp.,11423.97727,902494.2045,10
339,4/20/2018,9:08,Breach,Chlorophyta,Oocystis,Oocystis spp.,11423.97727,902494.2045,6
436,8/8/2017,14:16,Interior,Bacillariophyta,Stauroneis,Stauroneis sp.,666.6732982,894008.8929,1
52,8/1/2017,15:20,Breach,Bacillariophyta,Navicula,Navicula sp.,5289.36534,888613.3772,5
436,8/8/2017,14:16,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,44078.0445,881560.8901,5
365,4/26/2018,11:04,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,35262.4356,881560.8901,6
149.1,4/25/2018,15:01,Breach,Chlorophyta,Pediastrum,Pediastrum duplex,12800.12733,870408.6581,160
27,8/1/2017,2:10,Breach,Bacillariophyta,Gyrosigma,Gyrosigma sp.,400.0039789,864808.6024,5
150.1,4/25/2018,15:33,Breach,Bacillariophyta,Cyclotella,Cyclotella sp.,5711.988636,856798.2955,11
338,4/20/2018,8:59,Breach,Chlorophyta,Scenedesmus,Scenedesmus quadricauda,22847.95455,853080.5159,16
466,4/20/2018,10:06,Interior,Bacillariophyta,Diatoma,Diatoma vulgare,5711.988636,851086.3068,5
343,4/25/2018,15:02,Breach,Cryptophyta,Cryptomonas,Cryptomonas spp.,10578.73068,835719.7238,10
315,8/8/2017,14:35,Interior,Bacillariophyta,Frustulia,Frustulia sp.,666.6732982,835341.6426,1
404,7/31/2017,18:50,Interior,Chlorophyta,Scenedesmus,Scenedesmus quadricauda,35262.4356,832942.1992,4
149.1,4/25/2018,15:01,Breach,Chlorophyta,Scenedesmus,Scenedesmus quadricauda,22847.95455,827482.785,20
448,4/19/2018,16:30,Interior,Chlorophyta,Scenedesmus,Scenedesmus quadricauda,22847.95455,827443.3976,12
65,8/8/2017,1:10,Breach,Bacillariophyta,Gomphonema,Gomphonema sp.,1763.12178,826904.1149,4
471,4/25/2018,15:35,Interior,Cryptophyta,Cryptomonas,Cryptomonas spp.,10578.73068,825140.9931,10
346,4/25/2018,15:38,Interior,Chlorophyta,Chlamydomonas,Chlamydomonas spp.,5711.988636,822526.3636,4
314,8/8/2017,14:10,Breach,Bacillariophyta,Achnanthidium,Achnanthidium spp.,35262.4356,811036.0189,4
466,4/20/2018,10:06,Interior,Chlorophyta,Scenedesmus,Scenedesmus quadricauda,21157.46136,805750.088,20
26,8/1/2017,1:49,Breach,Bacillariophyta,Diatoma,Diatoma vulgare,5711.988636,805390.3977,4
91,8/8/2017,13:58,Breach,Bacillariophyta,Cyclotella,Cyclotella sp.,5289.36534,803983.5317,4
448,4/19/2018,16:30,Interior,Chlorophyta,Chlamydomonas,Chlamydomonas spp.,5289.36534,803983.5317,3
127.2,4/20/2018,4:05,Breach,Bacillariophyta,Achnanthidium,Achnanthidium spp.,26446.8267,793404.8011,10
338,4/20/2018,8:59,Breach,Bacillariophyta,Achnanthidium,Achnanthidium spp.,26446.8267,793404.8011,20
470,4/25/2018,15:26,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,26446.8267,793404.8011,10
484,4/26/2018,5:08,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,26446.8267,793404.8011,9
52,8/1/2017,15:20,Breach,Cryptophyta,Cryptomonas,Cryptomonas spp.,10578.73068,793404.8011,10
136.1,4/20/2018,9:40,Breach,Cryptophyta,Cryptomonas,Cryptomonas spp.,10578.73068,793404.8011,4
150.1,4/25/2018,15:33,Breach,Bacillariophyta,Encyonema,Encyonema sp.,5289.36534,788115.4357,11
126.3,4/20/2018,2:57,Breach,Cryptophyta,Cryptomonas,Cryptomonas spp.,10578.73068,782826.0704,4
448,4/19/2018,16:30,Interior,Bacillariophyta,Aulacoseira,Aulacoseira granulata,800.0079578,772007.6793,6
475,4/25/2018,21:06,Interior,Bacillariophyta,Pinnularia,Pinnularia sp.,666.6732982,771341.006,5
127.1,4/20/2018,4:05,Breach,Chlorophyta,Tetraedron,Tetraedron spp.,5711.988636,771118.4659,1
471,4/25/2018,15:35,Interior,Chlorophyta,Scenedesmus,Scenedesmus quadricauda,21157.46136,769242.0787,20
424,8/8/2017,1:06,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,26446.8267,766957.9744,3
308,8/8/2017,0:22,Breach,Bacillariophyta,Rhopalodia,Rhopalodia gibba,666.6732982,762007.5798,1
411,8/1/2017,3:15,Interior,Bacillariophyta,Aulacoseira,Aulacoseira islandica,5333.386385,757340.8667,8
331,4/20/2018,3:47,Breach,Bacillariophyta,Encyonema,Encyonema sp.,5711.988636,753982.5,4
104,8/8/2017,20:30,Breach,Cryptophyta,Cryptomonas,Cryptomonas spp.,10578.73068,751089.8783,12
76,8/8/2017,6:30,Breach,Cyanobacteria,Aphanocapsa,Aphanocapsa sp.,148511.7045,742558.5227,130
421,8/1/2017,16:27,Interior,Cyanobacteria,Chroococcus,Chroococcus sp.,57119.88636,742558.5227,6
136.1,4/20/2018,9:40,Breach,Chlorophyta,Scenedesmus,Scenedesmus quadricauda,21157.46136,741871.2044,8
420,8/1/2017,16:15,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,26446.8267,740511.1476,3
355,4/26/2018,4:17,Breach,Bacillariophyta,Achnanthidium,Achnanthidium spp.,31736.19204,729932.417,30
149.1,4/25/2018,15:01,Breach,Chlorophyta,Chlamydomonas,Chlamydomonas spp.,5711.988636,725422.5568,5
310,8/8/2017,1:24,Interior,Cryptophyta,Cryptomonas,Cryptomonas spp.,9519.981061,723518.5606,1
150.3,4/25/2018,15:33,Breach,Cryptophyta,Rhodomonas,Rhodomonas sp.,17631.2178,722879.9298,4
361,4/26/2018,10:32,Breach,Chlorophyta,Chlamydomonas,Chlamydomonas spp.,5711.988636,719710.5682,6
466,4/20/2018,10:06,Interior,Cryptophyta,Cryptomonas,Cryptomonas spp.,10578.73068,719353.6863,10
309,8/8/2017,1:04,Interior,Bacillariophyta,Bacillaria,Bacillaria paradoxa,4000.039789,716007.1223,6
423,8/8/2017,0:52,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,26446.8267,714064.3209,3
172.1,4/26/2018,4:16,Breach,Chlorophyta,Scenedesmus,Scenedesmus quadricauda,22847.95455,711536.1226,20
161.1,4/25/2018,20:35,Breach,Bacillariophyta,Achnanthidium,Achnanthidium spp.,35262.4356,705248.712,16
302,8/1/2017,2:16,Breach,Chlorophyta,Selenastrum,Selenastrum gracile,35262.4356,705248.712,4
308,8/8/2017,0:22,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,4666.713087,700006.9631,7
340,4/20/2018,9:29,Interior,Chlorophyta,Scenedesmus,Scenedesmus quadricauda,21157.46136,699927.2705,16
448,4/19/2018,16:30,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,31736.19204,698196.2249,18
126.3,4/20/2018,2:57,Breach,Cryptophyta,Rhodomonas,Rhodomonas sp.,15868.09602,698196.2249,6
163.1,4/25/2018,22:09,Breach,Cryptophyta,Cryptomonas,Cryptomonas spp.,8815.608901,696433.1031,2
418,8/1/2017,15:45,Interior,Chlorophyta,Scenedesmus,Scenedesmus quadricauda,35262.4356,695316.4879,4
65,8/8/2017,1:10,Breach,Bacillariophyta,Diploneis,Diploneis sp.,1763.12178,691143.7378,4
317,8/8/2017,20:25,Interior,Cyanobacteria,Chroococcus,Chroococcus dispersus,114239.7727,685438.6364,12
173.2,4/26/2018,5:29,Breach,Bacillariophyta,Eunotia,Eunotia sp.,11423.97727,685438.6364,6
322,4/19/2018,17:20,Interior,Bacillariophyta,Aulacoseira,Aulacoseira sp.,6000.059684,684006.8039,24
407,8/1/2017,2:23,Interior,Cryptophyta,Cryptomonas,Cryptomonas spp.,9519.981061,675918.6553,1
429,8/8/2017,7:09,Interior,Cryptophyta,Cryptomonas,Cryptomonas spp.,9519.981061,675918.6553,1
311,8/8/2017,6:44,Breach,Bacillariophyta,Gomphonema,Gomphonema minuta,3305.853338,671088.2276,1
119.1,4/19/2018,23:10,Breach,Cryptophyta,Rhodomonas,Rhodomonas sp.,15868.09602,666460.0329,6
325,4/19/2018,22:49,Breach,Bacillariophyta,Nitzschia,Nitzschia sp.,5711.988636,662590.6818,10
469,4/25/2018,15:22,Interior,Chlorophyta,Chlamydomonas,Chlamydomonas spp.,5711.988636,662590.6818,4
476,4/25/2018,21:15,Interior,Chlorophyta,Chlamydomonas,Chlamydomonas spp.,5711.988636,662590.6818,5
126.3,4/20/2018,2:57,Breach,Bacillariophyta,Achnanthidium,Achnanthidium spp.,26446.8267,661170.6675,10
404,7/31/2017,18:50,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,26446.8267,661170.6675,3
302,8/1/2017,2:16,Breach,Cryptophyta,Cryptomonas,Cryptomonas spp.,9519.981061,656878.6932,1
313,8/8/2017,7:29,Interior,Bacillariophyta,Navicula,Navicula sp.,4407.80445,652355.0586,1
339,4/20/2018,9:08,Breach,Chlorophyta,Chlamydomonas,Chlamydomonas spp.,5711.988636,651166.7045,3
457,4/20/2018,4:23,Interior,Bacillariophyta,Aulacoseira,Aulacoseira sp.,4000.039789,640006.3663,80
107.1,4/19/2018,16:14,Breach,Bacillariophyta,Surirella,Surirella sp.,800.0079578,636806.3344,2
11,7/31/2017,18:05,Breach,Bacillariophyta,Stephanodiscus,Stephanodiscus sp.,1000.009947,636006.3265,5
343,4/25/2018,15:02,Breach,Bacillariophyta,Achnanthidium,Achnanthidium spp.,21157.46136,634723.8408,20
126.3,4/20/2018,2:57,Breach,Bacillariophyta,Eunotia,Eunotia sp.,10578.73068,634723.8408,4
127.1,4/20/2018,4:05,Breach,Chlorophyta,Scenedesmus,Scenedesmus quadricauda,22847.95455,634484.0921,4
454,4/20/2018,0:06,Interior,Cryptophyta,Rhodomonas,Rhodomonas sp.,17135.96591,634030.7386,12
400,7/31/2017,17:54,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,28559.94318,628318.75,3
340,4/20/2018,9:29,Interior,Bacillariophyta,Synedra,Synedra delicatissima,400.0039789,616006.1275,4
77,8/8/2017,6:54,Breach,Bacillariophyta,Achnanthidium,Achnanthidium spp.,21157.46136,613566.3795,24
339,4/20/2018,9:08,Breach,Bacillariophyta,Achnanthidium,Achnanthidium spp.,21157.46136,613566.3795,12
352,4/25/2018,22:29,Interior,Bacillariophyta,Eunotia,Eunotia sp.,13223.41335,608277.0141,4
442,8/8/2017,20:48,Interior,Cryptophyta,Cryptomonas,Cryptomonas spp.,8815.608901,608277.0141,1
41,8/1/2017,9:32,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,4800.047747,604806.0161,24
366,4/26/2018,11:12,Interior,Chlorophyta,Scenedesmus,Scenedesmus quadricauda,22847.95455,589480.4946,12
343,4/25/2018,15:02,Breach,Bacillariophyta,Hantzschia,Hantzschia sp.,10578.73068,581830.1874,10
12,7/31/2017,18:30,Breach,Chlorophyta,Pediastrum,Pediastrum simplex,12800.12733,576005.7296,48
328,4/19/2018,22:04,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,21157.46136,571251.4568,16
163.1,4/25/2018,22:09,Breach,Bacillariophyta,Eunotia,Eunotia sp.,9519.981061,571198.8636,2
150.1,4/25/2018,15:33,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,4400.043768,563205.6023,121
427,8/8/2017,1:44,Interior,Bacillariophyta,Eunotia,Eunotia sp.,9519.981061,561678.8826,1
127.1,4/20/2018,4:05,Breach,Bacillariophyta,Eunotia,Eunotia sp.,10578.73068,560672.7261,2
337,4/20/2018,8:53,Breach,Bacillariophyta,Nitzschia,Nitzschia sp.,5289.36534,555383.3607,5
437,8/8/2017,14:26,Interior,Bacillariophyta,Eunotia,Eunotia sp.,9519.981061,552158.9015,1
173.2,4/26/2018,5:29,Breach,Bacillariophyta,Achnanthidium,Achnanthidium spp.,21157.46136,550093.9954,12
445,4/19/2018,15:50,Interior,Bacillariophyta,Frustulia,Frustulia sp.,400.0039789,548005.4511,5
314,8/8/2017,14:10,Breach,Bacillariophyta,Eunotia,Eunotia sp.,9519.981061,542638.9205,1
311,8/8/2017,6:44,Breach,Bacillariophyta,Aulacoseira,Aulacoseira granulata,500.0049736,542505.3964,2
127.2,4/20/2018,4:05,Breach,Chlorophyta,Scenedesmus,Scenedesmus quadricauda,21157.46136,534358.5653,8
27,8/1/2017,2:10,Breach,Cyanobacteria,Oscillatoria,Oscillatoria spp.,28000.27852,532005.292,350
416,8/1/2017,10:14,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,26446.8267,528936.534,3
430,8/8/2017,7:22,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,26446.8267,528936.534,3
419,8/1/2017,15:58,Interior,Chlorophyta,Selenastrum,Selenastrum minutum,17631.2178,528936.534,2
421,8/1/2017,16:27,Interior,Bacillariophyta,Eunotia,Eunotia sp.,8815.608901,528936.534,1
103,8/8/2017,20:00,Breach,Chlorophyta,Scenedesmus,Scenedesmus quadricauda,21157.46136,528176.587,24
403,7/31/2017,18:35,Interior,Chlorophyta,Elakatothrix,Elakatothrix gelatinosa,19039.96212,514078.9773,2
425,8/8/2017,1:19,Interior,Bacillariophyta,Fragilaria,Fragilaria sp.,9333.426175,513338.4396,14
11,7/31/2017,18:05,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,3000.029842,513005.103,15
349,4/25/2018,22:01,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,2800.027852,512405.097,21
118.3,4/19/2018,22:19,Breach,Cyanobacteria,Cuspidothrix,Cuspidothrix sp.,46400.46155,510405.0771,232
150.3,4/25/2018,15:33,Breach,Bacillariophyta,Aulacoseira,Aulacoseira islandica,3200.031831,496004.9339,16
63,8/8/2017,0:36,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,19039.96212,495039.0152,2
300,7/31/2017,18:33,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,3333.366491,486671.5077,5
415,8/1/2017,10:00,Interior,Bacillariophyta,Eunotia,Eunotia sp.,9519.981061,485519.0341,1
484,4/26/2018,5:08,Interior,Bacillariophyta,Eunotia,Eunotia sp.,9519.981061,466479.072,3
423,8/8/2017,0:52,Interior,Bacillariophyta,Surirella,Surirella ovata,666.6732982,464671.2888,1
314,8/8/2017,14:10,Breach,Bacillariophyta,Gomphonema,Gomphonema sp.,666.6732982,464004.6155,1
412,8/1/2017,9:10,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,15868.09602,460174.7846,6
91,8/8/2017,13:58,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,2800.027852,459204.5678,28
401,7/31/2017,18:12,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,17631.2178,458411.6628,2
410,8/1/2017,3:02,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,17631.2178,458411.6628,2
425,8/8/2017,1:19,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,17631.2178,458411.6628,2
76,8/8/2017,6:30,Breach,Cryptophyta,Rhodomonas,Rhodomonas sp.,11423.97727,456959.0909,10
172.1,4/26/2018,4:16,Breach,Cryptophyta,Cryptomonas,Cryptomonas spp.,5711.988636,456959.0909,5
309,8/8/2017,1:04,Interior,Bacillariophyta,Eunotia,Eunotia sp.,8815.608901,449596.0539,1
411,8/1/2017,3:15,Interior,Bacillariophyta,Rhoicosphenia,Rhoicosphenia curvata,2000.019895,446004.4365,3
126.2,4/20/2018,2:57,Breach,Chlorophyta,Selenastrum,Selenastrum gracile,31736.19204,444306.6886,12
53,8/1/2017,15:42,Breach,Cryptophyta,Rhodomonas,Rhodomonas sp.,10578.73068,444306.6886,4
312,8/8/2017,7:13,Interior,Bacillariophyta,Aulacoseira,Aulacoseira sp.,4000.039789,444004.4166,6
300,7/31/2017,18:33,Breach,Bacillariophyta,Achnanthidium,Achnanthidium spp.,17631.2178,440780.445,2
415,8/1/2017,10:00,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,17631.2178,440780.445,2
481,4/26/2018,5:13,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,17631.2178,440780.445,8
442,8/8/2017,20:48,Interior,Bacillariophyta,Eunotia,Eunotia sp.,9519.981061,437919.1288,1
163.1,4/25/2018,22:09,Breach,Chlorophyta,Actinastrum,Actinastrum hantzschii,5333.386385,426670.9108,16
127.1,4/20/2018,4:05,Breach,Bacillariophyta,Achnanthidium,Achnanthidium spp.,21157.46136,423149.2272,4
181.1,4/26/2018,10:23,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,4000.039789,420004.1779,60
308,8/8/2017,0:22,Breach,Chlorophyta,Selenastrum,Selenastrum gracile,38079.92424,418879.1667,4
127.2,4/20/2018,4:05,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,3600.03581,417604.154,18
421,8/1/2017,16:27,Interior,Bacillariophyta,Surirella,Surirella sp.,666.6732982,416670.8114,1
484,4/26/2018,5:08,Interior,Cyanobacteria,Oscillatoria,Oscillatoria spp.,32000.31831,416004.1381,144
319,4/19/2018,16:36,Breach,Bacillariophyta,Epithemia,Epithemia sp.,1000.009947,415004.1281,1
26,8/1/2017,1:49,Breach,Cryptophyta,Rhodomonas,Rhodomonas sp.,11423.97727,411263.1818,8
173.1,4/26/2018,5:29,Breach,Bacillariophyta,Eunotia,Eunotia sp.,8815.608901,405518.0094,3
53,8/1/2017,15:42,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,2800.027852,403204.0107,14
304,8/1/2017,9:20,Breach,Chlorophyta,Pediastrum,Pediastrum simplex,5333.386385,400003.9789,8
322,4/19/2018,17:20,Interior,Bacillariophyta,Encyonema,Encyonema sp.,1000.009947,400003.9789,4
181.1,4/26/2018,10:23,Breach,Chlorophyta,Scenedesmus,Scenedesmus quadricauda,21157.46136,398136.9599,24
91,8/8/2017,13:58,Breach,Bacillariophyta,Achnanthidium,Achnanthidium spp.,17135.96591,394127.2159,12
65,8/8/2017,1:10,Breach,Bacillariophyta,Nitzschia,Nitzschia sp.,1903.996212,380799.2424,4
77,8/8/2017,6:54,Breach,Cyanobacteria,Synechococcus,Synechococcus sp.,68761.74942,378189.6218,78
127.2,4/20/2018,4:05,Breach,Cyanobacteria,Cuspidothrix,Cuspidothrix sp.,22000.21884,374003.7203,110
417,8/1/2017,15:28,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,17631.2178,370255.5738,2
427,8/8/2017,1:44,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,17631.2178,370255.5738,2
433,8/8/2017,7:56,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,17631.2178,370255.5738,2
77,8/8/2017,6:54,Breach,Cryptophyta,Cryptomonas,Cryptomonas spp.,5289.36534,370255.5738,6
340,4/20/2018,9:29,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,15868.09602,364966.2085,12
303,8/1/2017,2:59,Interior,Bacillariophyta,Synedra,Synedra spp.,666.6732982,362003.6009,1
411,8/1/2017,3:15,Interior,Bacillariophyta,Synedra,Synedra spp.,666.6732982,360003.581,1
417,8/1/2017,15:28,Interior,Bacillariophyta,Synedra,Synedra spp.,666.6732982,358003.5611,1
365,4/26/2018,11:04,Interior,Bacillariophyta,Nitzschia,Nitzschia sp.,1333.346596,354670.1946,3
310,8/8/2017,1:24,Interior,Bacillariophyta,Encyonema,Encyonema sp.,666.6732982,347336.7884,1
27,8/1/2017,2:10,Breach,Bacillariophyta,Eunotia,Eunotia sp.,5711.988636,342719.3182,5
173.2,4/26/2018,5:29,Breach,Cyanobacteria,Oscillatoria,Oscillatoria spp.,18000.17905,342003.402,135
471,4/25/2018,15:35,Interior,Cyanobacteria,Aphanocapsa,Aphanocapsa delicatissima,179838.4216,337250.9314,170
103,8/8/2017,20:00,Breach,Bacillariophyta,Eunotia,Eunotia sp.,5711.988636,337007.3295,6
412,8/1/2017,9:10,Interior,Bacillariophyta,Cymatopleura,Cymatopleura solea,200.0019895,336603.3483,1
126.2,4/20/2018,2:57,Breach,Bacillariophyta,Achnanthidium,Achnanthidium spp.,15868.09602,333230.0164,6
358,4/26/2018,4:50,Interior,Bacillariophyta,Eunotia,Eunotia sp.,5711.988636,331295.3409,5
127.2,4/20/2018,4:05,Breach,Chlorophyta,Selenastrum,Selenastrum gracile,17135.96591,325583.3523,6
107.1,4/19/2018,16:14,Breach,Bacillariophyta,Eunotia,Eunotia sp.,5711.988636,325583.3523,1
42,8/1/2017,9:54,Breach,Cyanobacteria,Dolichospermum,Dolichospermum sp.,46000.45757,322003.203,230
484,4/26/2018,5:08,Interior,Bacillariophyta,Diatoma,Diatoma vulgare,2000.019895,320003.1831,9
103,8/8/2017,20:00,Breach,Cyanobacteria,Aphanocapsa,Aphanocapsa sp.,79967.84091,319871.3636,84
313,8/8/2017,7:29,Interior,Bacillariophyta,Achnanthidium,Achnanthidium spp.,13223.41335,317361.9204,3
127.3,4/20/2018,4:05,Breach,Bacillariophyta,Eunotia,Eunotia sp.,5711.988636,314159.375,1
127.2,4/20/2018,4:05,Breach,Bacillariophyta,Eunotia,Eunotia sp.,5289.36534,312072.5551,2
11,7/31/2017,18:05,Breach,Bacillariophyta,Cocconeis,Cocconeis sp.,1000.009947,312003.1036,5
150.2,4/25/2018,15:33,Breach,Bacillariophyta,Achnanthidium,Achnanthidium spp.,10578.73068,306783.1897,4
338,4/20/2018,8:59,Breach,Bacillariophyta,Eunotia,Eunotia sp.,5289.36534,306783.1897,4
182.1,4/26/2018,10:57,Breach,Bacillariophyta,Eunotia,Eunotia sp.,5711.988636,302735.3977,2
346,4/25/2018,15:38,Interior,Bacillariophyta,Eunotia,Eunotia sp.,5711.988636,302735.3977,4
173.2,4/26/2018,5:29,Breach,Bacillariophyta,Surirella,Surirella sp.,400.0039789,302403.0081,3
477,4/25/2018,21:23,Interior,Bacillariophyta,Synedra,Synedra spp.,666.6732982,300002.9842,10
118.1,4/19/2018,22:19,Breach,Bacillariophyta,Aulacoseira,Aulacoseira sp.,2800.027852,294002.9245,14
27,8/1/2017,2:10,Breach,Euglenophyta,Trachelomonas,Trachelomonas spp.,400.0039789,293202.9165,5
126.2,4/20/2018,2:57,Breach,Bacillariophyta,Eunotia,Eunotia sp.,5289.36534,290915.0937,2
12,7/31/2017,18:30,Breach,Cyanobacteria,Dolichospermum,Dolichospermum sp.,36000.3581,288002.8648,135
136.1,4/20/2018,9:40,Breach,Chlorophyta,Pediastrum,Pediastrum duplex,6400.063663,288002.8648,32
