quadid,sentinelsite,tier3site,subsite,cellid,latitude,longitude,plot,plotsize,sampledate,samplemonth,sampleyear,biomass_gm,waterdepth,thatchheight,thatchdensity,pclive,pcdead,pcsoil,pclitter,pcaqveg,pcwater,sp1,pc_sp1,sp2,pc_sp2,sp3,pc_sp3,bioCOUNT,gps_accuracy,biotypha_gm2,bioscac_gm2,totalbiomass_gm2,salinity,distance,pc_wrack,herbbio,deadherbbio,phaubio,deadphaubio,ivfrbio,deadivfrbio,biomassstd_gm2,culmdensity_m2,culmdensitystd_m2
"r1-8-2","SFBay","Rush Ranch","NA",2123506,38.20343,-122.0282,"NA",.11,"7/16/2014",7,2014,663,"0","30","MOD","85","15",0,"NA","0","0","Juncus balticus",80,"Schoenoplectus americanus",5,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r1-8-5","SFBay","Rush Ranch","NA",2123506,38.20341,-122.0281,"NA",.11,"7/16/2014",7,2014,574,"0","30","MOD","60","40",0,"NA","0","0","Schoenoplectus americanus",30,"Potentilla anserina",30,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r1-8-3","SFBay","Rush Ranch","NA",2123506,38.20354,-122.0282,"NA",.11,"7/16/2014",7,2014,522.69,"0","75","HIGH","50","50",0,"NA","0","0","Schoenoplectus acutus",49,"Calystegia sepium",1,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r1-8-1","SFBay","Rush Ranch","NA",2123506,38.20333,-122.0283,"NA",.11,"7/16/2014",7,2014,1089,"0","60","HIGH","75","25",0,"NA","0","0","Schoenoplectus acutus",70,"Schoenoplectus americanus",5,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r1-8-4","SFBay","Rush Ranch","NA",2123506,38.20349,-122.0281,"NA",.11,"7/16/2014",7,2014,625,"0","40","MOD","75","20",0,"NA","0","0","Calystegia sepium",55,"Schoenoplectus americanus",15,"Juncus balticus",5,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-5-6","SFBay","Rush Ranch","NA",2134206,38.20457,-122.0296,"NA",.11,"7/15/2014",7,2014,700,"0","5","LOW","95","5",0,"NA","0","0","Juncus balticus",65,"Salicornia pacifica",25,"Glaux maritima",5,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-5-5","SFBay","Rush Ranch","NA",2134206,38.20449,-122.0296,"NA",.11,"7/15/2014",7,2014,719,"0","35","MOD","20","80",0,"NA","0","0","Salicornia pacifica",15,"Schoenoplectus americanus",4,"Juncus balticus",1,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-5-3","SFBay","Rush Ranch","NA",2134206,38.20442,-122.0295,"NA",.11,"7/15/2014",7,2014,319,"0","70","HIGH","15","85",0,"NA","0","0","Baccharis douglasii",10,"Schoenoplectus americanus",5,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-5-1","SFBay","Rush Ranch","NA",2134206,38.20457,-122.0295,"NA",.11,"7/15/2014",7,2014,1481,"0","10","LOW","80","20",0,"NA","0","0","Salicornia pacifica",45,"Juncus balticus",35,"Triglochin maritima",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-5-2","SFBay","Rush Ranch","NA",2134206,38.2045,-122.0295,"NA",.11,"7/15/2014",7,2014,346,"0","60","HIGH","25","75",0,"NA","0","0","Schoenoplectus americanus",14,"Potentilla anserina",10,"Juncus balticus",1,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-5-4","SFBay","Rush Ranch","NA",2134206,38.20441,-122.0296,"NA",.11,"7/15/2014",7,2014,175,"0","60","MOD","20","80",0,"NA","0","0","Schoenoplectus americanus",20,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-3-4","SFBay","Rush Ranch","NA",2134207,38.20443,-122.0292,"NA",.11,"7/15/2014",7,2014,298.42,"0","60","HIGH","25","75",0,"NA","0","0","Schoenoplectus acutus",24,"Schoenoplectus americanus",1,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-3-3","SFBay","Rush Ranch","NA",2134207,38.20443,-122.0291,"NA",.11,"7/15/2014",7,2014,100.55,"0","50","MOD","20","80",0,"NA","0","0","Schoenoplectus acutus",20,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-3-1","SFBay","Rush Ranch","NA",2134207,38.20457,-122.0291,"NA",.11,"7/15/2014",7,2014,436,"0","75","MOD","20","80",0,"NA","0","0","Schoenoplectus acutus",10,"Schoenoplectus americanus",10,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-3-5","SFBay","Rush Ranch","NA",2134207,38.20449,-122.0292,"NA",.11,"7/15/2014",7,2014,150.28,"0","70","HIGH","5","95",0,"NA","0","0","Schoenoplectus acutus",5,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-3-6","SFBay","Rush Ranch","NA",2134207,38.20456,-122.0292,"NA",.11,"7/15/2014",7,2014,547,"0","50","MOD","40","60",0,"NA","0","0","Schoenoplectus americanus",40,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-3-2","SFBay","Rush Ranch","NA",2134207,38.2045,-122.0291,"NA",.11,"7/15/2014",7,2014,249.09,"0","75","LOW","20","80",0,"NA","0","0","Schoenoplectus acutus",20,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-4-3","SFBay","Rush Ranch","NA",2136882,38.2047,-122.0294,"NA",.11,"7/15/2014",7,2014,562,"0","0","NONE","100","0",0,"NA","0","0","Juncus balticus",65,"Salicornia pacifica",25,"Atriplex triangularis",5,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-4-2","SFBay","Rush Ranch","NA",2136882,38.20477,-122.0294,"NA",.11,"7/15/2014",7,2014,732,"0","60","MOD","30","70",0,"NA","0","0","Schoenoplectus americanus",29,"Potentilla anserina",1,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-4-5","SFBay","Rush Ranch","NA",2136882,38.20477,-122.0296,"NA",.11,"7/15/2014",7,2014,666,"0","65","HIGH","40","60",0,"NA","0","0","Schoenoplectus americanus",40,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-4-6","SFBay","Rush Ranch","NA",2136882,38.20485,-122.0296,"NA",.11,"7/15/2014",7,2014,245,"0","85","MOD","65","35",0,"NA","0","0","Schoenoplectus americanus",55,"Typha latifolia",5,"Schoenoplectus acutus",5,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-4-4","SFBay","Rush Ranch","NA",2136882,38.2047,-122.0296,"NA",.11,"7/15/2014",7,2014,289,"0","0","NONE","100","0",0,"NA","0","0","Juncus balticus",70,"Salicornia pacifica",25,"Triglochin maritima",5,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-4-1","SFBay","Rush Ranch","NA",2136882,38.20485,-122.0294,"NA",.11,"7/15/2014",7,2014,315,"0","55","HIGH","15","85",0,"NA","0","0","Schoenoplectus americanus",13,"Calystegia sepium",2,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-2-1","SFBay","Rush Ranch","NA",2136883,38.20483,-122.0291,"NA",.11,"7/15/2014",7,2014,751,"0","25","HIGH","20","80",0,"NA","0","0","Schoenoplectus americanus",20,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-2-4","SFBay","Rush Ranch","NA",2136883,38.20471,-122.0292,"NA",.11,"7/15/2014",7,2014,647,"0","25","MOD","40","60",0,"NA","0","0","Schoenoplectus americanus",40,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-2-5","SFBay","Rush Ranch","NA",2136883,38.20477,-122.0292,"NA",.11,"7/15/2014",7,2014,446,"0","20","MOD","35","65",0,"NA","0","0","Schoenoplectus americanus",35,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-2-2","SFBay","Rush Ranch","NA",2136883,38.20477,-122.0291,"NA",.11,"7/15/2014",7,2014,929,"0","50","MOD","50","50",0,"NA","0","0","Schoenoplectus americanus",50,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-2-6","SFBay","Rush Ranch","NA",2136883,38.20484,-122.0292,"NA",.11,"7/15/2014",7,2014,995,"70","75","HIGH","50","50",0,"NA","0","0","Schoenoplectus americanus",50,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-2-3","SFBay","Rush Ranch","NA",2136883,38.2047,-122.0291,"NA",.11,"7/15/2014",7,2014,531,"0","10","HIGH","30","70",0,"NA","0","0","Schoenoplectus americanus",30,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-1-5","SFBay","Rush Ranch","NA",2139559,38.20504,-122.0291,"NA",.11,"7/15/2014",7,2014,115,"0","50","HIGH","50","50",0,"NA","0","0","Schoenoplectus americanus",50,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-1-1","SFBay","Rush Ranch","NA",2139559,38.2051,-122.0292,"NA",.11,"7/15/2014",7,2014,872,"0","75","MOD","50","50",0,"NA","0","0","Schoenoplectus acutus",25,"Schoenoplectus americanus",25,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-1-4","SFBay","Rush Ranch","NA",2139559,38.20496,-122.0291,"NA",.11,"7/15/2014",7,2014,513,"0","10","LOW","75","25",0,"NA","0","0","ANCA",25,"Jaumea carnosa",25,"Schoenoplectus americanus",25,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-1-2","SFBay","Rush Ranch","NA",2139559,38.20504,-122.0292,"NA",.11,"7/15/2014",7,2014,366,"0","50","MOD","30","70",0,"NA","0","0","Schoenoplectus americanus",30,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-1-6","SFBay","Rush Ranch","NA",2139559,38.2051,-122.0291,"NA",.11,"7/15/2014",7,2014,226,"0","50","MOD","20","80",0,"NA","0","0","Schoenoplectus americanus",10,"Schoenoplectus americanus",10,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r2-1-3","SFBay","Rush Ranch","NA",2139559,38.20497,-122.0292,"NA",.11,"7/15/2014",7,2014,394,"0","75","MOD","30","70",0,"NA","0","0","Schoenoplectus americanus",30,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-5-2","SFBay","Rush Ranch","NA",2152932,38.20641,-122.0315,"NA",.11,"7/30/2014",7,2014,700,"0","10","LOW","85","15",0,"NA","0","0","Lepidium latifolium",62.5,"Schoenoplectus americanus",15,"Calystegia sepium",.5,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-5-1","SFBay","Rush Ranch","NA",2152932,38.20649,-122.0315,"NA",.11,"7/30/2014",7,2014,392,"0","5","LOW","97.5","0.5",0,"NA","0","0","Lepidium latifolium",97.5,"Schoenoplectus americanus",.5,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-5-6","SFBay","Rush Ranch","NA",2152932,38.20648,-122.0316,"NA",.11,"7/30/2014",7,2014,277,"0","15","MED","85","15",0,"NA","0","0","Lepidium latifolium",85,"Calystegia sepium",37.5,"Typha angustifolia",.5,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-5-4","SFBay","Rush Ranch","NA",2152932,38.20633,-122.0316,"NA",.11,"7/30/2014",7,2014,707,"0","40","MED","37.5","62.5",0,"NA","0","0","Lepidium latifolium",37.5,"Schoenoplectus americanus",15,"Calystegia sepium",.5,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-5-5","SFBay","Rush Ranch","NA",2152932,38.20641,-122.0316,"NA",.11,"7/30/2014",7,2014,317,"0","20","MED","62.5","37.5",0,"NA","0","0","Lepidium latifolium",62.5,"Schoenoplectus americanus",.5,"Typha angustifolia",.5,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-5-3","SFBay","Rush Ranch","NA",2152932,38.20633,-122.0315,"NA",.11,"7/30/2014",7,2014,246,"0","20","MED","62.5","37.5",0,"NA","0","0","Lepidium latifolium",37.5,"Schoenoplectus americanus",15,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-4-6","SFBay","Rush Ranch","NA",2152933,38.20649,-122.0313,"NA",.11,"7/30/2014",7,2014,1585,"0","0","NONE","85","15",0,"NA","0","0","Salicornia pacifica",62.5,"Glaux maritima",15,"Triglochin maritima",15,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-4-3","SFBay","Rush Ranch","NA",2152933,38.20634,-122.0311,"NA",.11,"7/30/2014",7,2014,2077,"0","0","NONE","97.5","15",.5,"NA","0","0","Salicornia pacifica",37.5,"Glaux maritima",15,"Atriplex triangularis",15,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-4-1","SFBay","Rush Ranch","NA",2152933,38.20649,-122.0311,"NA",.11,"7/30/2014",7,2014,753,"0","0","NONE","85","0.5",15,"NA","0","0","Atriplex triangularis",37.5,"Juncus balticus",15,"Glaux maritima",15,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-4-2","SFBay","Rush Ranch","NA",2152933,38.20642,-122.0311,"NA",.11,"7/30/2014",7,2014,1999,"0","0","NONE","85","15",.5,"NA","0","0","Salicornia pacifica",62.5,"Triglochin maritima",15,"Glaux maritima",15,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-4-4","SFBay","Rush Ranch","NA",2152933,38.20634,-122.0313,"NA",.11,"7/30/2014",7,2014,866,"0","0","NONE","85","15",15,"NA","0","0","Salicornia pacifica",62.5,"Triglochin maritima",15,"Distichlis spicata",15,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-4-5","SFBay","Rush Ranch","NA",2152933,38.20642,-122.0313,"NA",.11,"7/30/2014",7,2014,2075,"0","0","NONE","97.5","15",.5,"NA","0","0","Salicornia pacifica",97.5,"Jaumea carnosa",.5,"Distichlis spicata",.5,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-3-1","SFBay","Rush Ranch","NA",2155609,38.20676,-122.0311,"NA",.11,"7/30/2014",7,2014,807,"0","0","NONE","97.5","0.5",0,"NA","0","0","Salicornia pacifica",15,"Glaux maritima",37.5,"Triglochin maritima",15,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-3-2","SFBay","Rush Ranch","NA",2155609,38.20667,-122.0311,"NA",.11,"7/30/2014",7,2014,526,"0","30","LOW","37.5","62.5",.5,"NA","0","0","Lepidium latifolium",37.5,"Schoenoplectus americanus",.5,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-3-4","SFBay","Rush Ranch","NA",2155609,38.20659,-122.0313,"NA",.11,"7/30/2014",7,2014,460,"0","0","NONE","97.5","0.5",0,"NA","0","0","Salicornia pacifica",37.5,"Atriplex triangularis",15,"Schoenoplectus americanus",15,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-3-6","SFBay","Rush Ranch","NA",2155609,38.20675,-122.0313,"NA",.11,"7/30/2014",7,2014,2433,"0","0","NONE","97.5","15",0,"NA","0","0","Salicornia pacifica",97.5,"Distichlis spicata",15,"Triglochin maritima",.5,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-3-3","SFBay","Rush Ranch","NA",2155609,38.2066,-122.0311,"NA",.11,"7/30/2014",7,2014,721,"0","70","MED","62.5","62.5",0,"NA","0","0","Schoenoplectus americanus",37.5,"Calystegia sepium",37.5,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-3-5","SFBay","Rush Ranch","NA",2155609,38.20667,-122.0313,"NA",.11,"7/30/2014",7,2014,301,"0","15","MED","37.5","85",15,"NA","0","0","Lepidium latifolium",15,"Distichlis spicata",15,"Apium graveolens",37.5,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-2-3","SFBay","Rush Ranch","NA",2158285,38.20687,-122.0311,"NA",.11,"7/30/2014",7,2014,483,"0","20","MED","37.5","85",15,"NA","0","0","Triglochin maritima",15,"Juncus balticus",15,"Distichlis spicata",15,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-2-4","SFBay","Rush Ranch","NA",2158285,38.20687,-122.0313,"NA",.11,"7/30/2014",7,2014,506,"0","10","LOW","85","15",.5,"NA","0","0","Salicornia pacifica",85,"Glaux maritima",15,"Distichlis spicata",15,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-2-6","SFBay","Rush Ranch","NA",2158285,38.20704,-122.0313,"NA",.11,"7/30/2014",7,2014,634,"0","5","LOW","85","15",.5,"NA","0","0","Lepidium latifolium",85,"Schoenoplectus americanus",15,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-2-5","SFBay","Rush Ranch","NA",2158285,38.20694,-122.0313,"NA",.11,"7/30/2014",7,2014,1253,"0","0","NONE","97.5","15",.5,"NA","0","0","Salicornia pacifica",37.5,"Glaux maritima",15,"Atriplex triangularis",15,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-2-2","SFBay","Rush Ranch","NA",2158285,38.20694,-122.0311,"NA",.11,"7/30/2014",7,2014,2827,"0","20","LOW","97.5","15",0,"NA","0","0","Salicornia pacifica",85,"Glaux maritima",15,"Juncus balticus",15,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-2-1","SFBay","Rush Ranch","NA",2158285,38.20703,-122.0311,"NA",.11,"7/30/2014",7,2014,1095,"0","0","NONE","15","85",0,"NA","0","0","Apium graveolens",97.5,"Schoenoplectus americanus",.5,"Lepidium latifolium",.5,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-1-6","SFBay","Rush Ranch","NA",2160961,38.20733,-122.0312,"NA",.11,"7/30/2014",7,2014,733,"0","30","MOD","37.5","62.5",15,"NA","0","0","Lepidium latifolium",97.5,"Schoenoplectus americanus",.5,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-1-1","SFBay","Rush Ranch","NA",2160961,38.20728,-122.0311,"NA",.11,"7/30/2014",7,2014,282,"0","40","MOD","62.5","62.5",.5,"NA","0","0","Schoenoplectus americanus",15,"Apium graveolens",15,"Distichlis spicata",15,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-1-5","SFBay","Rush Ranch","NA",2160961,38.20721,-122.0313,"NA",.11,"7/30/2014",7,2014,144,"0","30","HIGH","15","97.5",0,"NA","0","0","Potentilla anserina",15,"Schoenoplectus americanus",.5,"Calystegia sepium",15,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-1-3","SFBay","Rush Ranch","NA",2160961,38.20714,-122.0311,"NA",.11,"7/30/2014",7,2014,552,"0","50","MOD","62.5","62.5",0,"NA","0","0","Schoenoplectus americanus",15,"Atriplex triangularis",15,"Potentilla anserina",.5,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-1-2","SFBay","Rush Ranch","NA",2160961,38.2072,-122.0311,"NA",.11,"7/30/2014",7,2014,446,"0","50","HIGH","37.5","97.5",0,"NA","0","0","Schoenoplectus americanus",37.5,"Potentilla anserina",.5,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"r6-1-4","SFBay","Rush Ranch","NA",2160961,38.20714,-122.0312,"NA",.11,"7/30/2014",7,2014,829,"0","10","LOW","97.5","0.5",0,"NA","0","0","Calystegia sepium",62.5,"Schoenoplectus americanus",15,"Atriplex triangularis",15,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g6-1-1","SFBay","Rush Ranch","NA",2179698,38.20914,-122.0294,"NA",.11,"6/27/2014",6,2014,583,"5","50","HIGH","50","50",0,"NA","0","0","Schoenoplectus americanus",50,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g6-1-5","SFBay","Rush Ranch","NA",2179698,38.20905,-122.0294,"NA",.11,"6/27/2014",6,2014,279.98,"5","15","HIGH","60","35",5,"NA","0","0","Typha domingensis",60,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g6-1-2","SFBay","Rush Ranch","NA",2179698,38.20914,-122.0294,"NA",.11,"6/27/2014",6,2014,632,"5","50","MOD","60","40",0,"NA","0","0","Schoenoplectus americanus",59,"Typha domingensis",1,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g6-1-3","SFBay","Rush Ranch","NA",2179698,38.20914,-122.0295,"NA",.11,"6/27/2014",6,2014,107.87,"5","30","HIGH","20","80",0,"NA","0","0","Typha domingensis",20,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g6-1-4","SFBay","Rush Ranch","NA",2179698,38.20905,-122.0295,"NA",.11,"6/27/2014",6,2014,615.86,"2","40","HIGH","60","40",0,"NA","0","0","Typha domingensis",60,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g6-1-6","SFBay","Rush Ranch","NA",2179698,38.20905,-122.0293,"NA",.11,"6/27/2014",6,2014,911.05,"5","6","LOW","42","23",35,"NA","0","0","Typha domingensis",40,"Schoenoplectus americanus",2,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g5-3-3","SFBay","Rush Ranch","NA",2182372,38.20942,-122.0302,"NA",.11,"6/27/2014",6,2014,2218.59,"10","50","LOW","77","13",10,"NA","0","0","Typha domingensis",75,"Bolboschoenus maritimus",2,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g5-3-1","SFBay","Rush Ranch","NA",2182372,38.20942,-122.03,"NA",.11,"6/27/2014",6,2014,409.91,"5","20","HIGH","45","50",5,"NA","0","0","Typha domingensis",45,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g5-3-5","SFBay","Rush Ranch","NA",2182372,38.20932,-122.0301,"NA",.11,"6/27/2014",6,2014,2670.56,"5","15","LOW","90","5",5,"NA","0","0","Typha domingensis",85,"Bolboschoenus maritimus",5,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g5-3-4","SFBay","Rush Ranch","NA",2182372,38.20932,-122.0302,"NA",.11,"6/27/2014",6,2014,475.95,"10","20","LOW","75","10",15,"NA","0","0","Typha domingensis",75,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g5-3-6","SFBay","Rush Ranch","NA",2182372,38.20932,-122.03,"NA",.11,"6/27/2014",6,2014,764.19,"5","5","LOW","85","10",5,"NA","0","0","Typha domingensis",85,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g5-3-2","SFBay","Rush Ranch","NA",2182372,38.20942,-122.0301,"NA",.11,"6/27/2014",6,2014,679,"15","25","HIGH","20","58",2,"NA","0","0","Typha domingensis",18,"Schoenoplectus americanus",2,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g5-2-2","SFBay","Rush Ranch","NA",2182373,38.20941,-122.0298,"NA",.11,"6/27/2014",6,2014,697.72,"20","45","HIGH","40","60",0,"NA","0","0","Typha domingensis",40,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g5-2-3","SFBay","Rush Ranch","NA",2182373,38.20941,-122.0299,"NA",.11,"6/27/2014",6,2014,239.53,"10","60","HIGH","42","55",3,"NA","0","0","Typha domingensis",45,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g5-2-5","SFBay","Rush Ranch","NA",2182373,38.20932,-122.0298,"NA",.11,"6/27/2014",6,2014,169.66,"5","10","HIGH","40","60",0,"NA","0","0","Typha domingensis",40,"NA",0,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"g5-2-6","SFBay","Rush Ranch","NA",2182373,38.20932,-122.0297,"NA",.11,"6/27/2014",6,2014,183.81,"1","20","HIGH","40","60",0,"NA","0","0","Typha domingensis",30,"Schoenoplectus acutus",10,"NA",0,6,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
