"VisitNo","SampleID_key","SampleID_frp","CommonName","Length","Count","StartTime","LatitudeStart","LatitudeEnd","LongitudeStart","LongitudeEnd","DepthOfWater","NetMeterEnd","TowDirection","NetMeterStart","SeineCode","SeineDeploymentType","LengthOfTrawl","Width","PercentOpen","GearTypeAbbreviation","effort","LAB_NAME","Location","Date","Comments","FishCatchNotes"
5949,10171,"LAMOPE05-YOLO-14DEC2021","Mississippi Silverside",60,1,"12:59",38.363752,NA,121.643219,NA,2.2,NA,NA,NA,"1. No twists; snags; or tears","Crew Members and Boat",36.4,NA,NA,"LAMOPE",249.4555176,"FRP","Yolo Flyway Farms","2021-12-14"," YOLO-4-2021; cod end filled: 0 5 gallon buckets = 0.05;NA;NA",NA
5949,10171,"LAMOPE05-YOLO-14DEC2021","Mississippi Silverside",46,1,"12:59",38.363752,NA,121.643219,NA,2.2,NA,NA,NA,"1. No twists; snags; or tears","Crew Members and Boat",36.4,NA,NA,"LAMOPE",249.4555176,"FRP","Yolo Flyway Farms","2021-12-14"," YOLO-4-2021; cod end filled: 0 5 gallon buckets = 0.05;NA;NA",NA
5949,10171,"LAMOPE05-YOLO-14DEC2021","Mississippi Silverside",52,1,"12:59",38.363752,NA,121.643219,NA,2.2,NA,NA,NA,"1. No twists; snags; or tears","Crew Members and Boat",36.4,NA,NA,"LAMOPE",249.4555176,"FRP","Yolo Flyway Farms","2021-12-14"," YOLO-4-2021; cod end filled: 0 5 gallon buckets = 0.05;NA;NA",NA
5949,10171,"LAMOPE05-YOLO-14DEC2021","Mississippi Silverside",71,1,"12:59",38.363752,NA,121.643219,NA,2.2,NA,NA,NA,"1. No twists; snags; or tears","Crew Members and Boat",36.4,NA,NA,"LAMOPE",249.4555176,"FRP","Yolo Flyway Farms","2021-12-14"," YOLO-4-2021; cod end filled: 0 5 gallon buckets = 0.05;NA;NA",NA
5949,10171,"LAMOPE05-YOLO-14DEC2021","Mississippi Grass Shrimp",NA,7,"12:59",38.363752,NA,121.643219,NA,2.2,NA,NA,NA,"1. No twists; snags; or tears","Crew Members and Boat",36.4,NA,NA,"LAMOPE",249.4555176,"FRP","Yolo Flyway Farms","2021-12-14"," YOLO-4-2021; cod end filled: 0 5 gallon buckets = 0.05;NA;NA",NA
5949,10171,"LAMOPE05-YOLO-14DEC2021","Rainwater Killifish",23,1,"12:59",38.363752,NA,121.643219,NA,2.2,NA,NA,NA,"1. No twists; snags; or tears","Crew Members and Boat",36.4,NA,NA,"LAMOPE",249.4555176,"FRP","Yolo Flyway Farms","2021-12-14"," YOLO-4-2021; cod end filled: 0 5 gallon buckets = 0.05;NA;NA",NA
5949,10171,"LAMOPE05-YOLO-14DEC2021","Rainwater Killifish",29,1,"12:59",38.363752,NA,121.643219,NA,2.2,NA,NA,NA,"1. No twists; snags; or tears","Crew Members and Boat",36.4,NA,NA,"LAMOPE",249.4555176,"FRP","Yolo Flyway Farms","2021-12-14"," YOLO-4-2021; cod end filled: 0 5 gallon buckets = 0.05;NA;NA",NA
5950,10172,"LAMOPE01-CHIP-08NOV2021","Corbicula",NA,3,"10:31",38.055836,NA,121.929863,NA,2.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",265.477556,"FRP","Chipps Island","2021-11-08"," CHIP3-2021; ;NA;NA",NA
5950,10172,"LAMOPE01-CHIP-08NOV2021","Maeotias",NA,1,"10:31",38.055836,NA,121.929863,NA,2.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",265.477556,"FRP","Chipps Island","2021-11-08"," CHIP3-2021; ;NA;NA",NA
5950,10172,"LAMOPE01-CHIP-08NOV2021","Mississippi Silverside",69,1,"10:31",38.055836,NA,121.929863,NA,2.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",265.477556,"FRP","Chipps Island","2021-11-08"," CHIP3-2021; ;NA;NA",NA
5950,10172,"LAMOPE01-CHIP-08NOV2021","Mississippi Silverside",61,1,"10:31",38.055836,NA,121.929863,NA,2.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",265.477556,"FRP","Chipps Island","2021-11-08"," CHIP3-2021; ;NA;NA",NA
5950,10172,"LAMOPE01-CHIP-08NOV2021","Mississippi Silverside",75,1,"10:31",38.055836,NA,121.929863,NA,2.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",265.477556,"FRP","Chipps Island","2021-11-08"," CHIP3-2021; ;NA;NA",NA
5950,10172,"LAMOPE01-CHIP-08NOV2021","Mississippi Silverside",69,1,"10:31",38.055836,NA,121.929863,NA,2.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",265.477556,"FRP","Chipps Island","2021-11-08"," CHIP3-2021; ;NA;NA",NA
5950,10172,"LAMOPE01-CHIP-08NOV2021","Mississippi Silverside",80,1,"10:31",38.055836,NA,121.929863,NA,2.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",265.477556,"FRP","Chipps Island","2021-11-08"," CHIP3-2021; ;NA;NA",NA
5950,10172,"LAMOPE01-CHIP-08NOV2021","Mississippi Silverside",54,1,"10:31",38.055836,NA,121.929863,NA,2.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",265.477556,"FRP","Chipps Island","2021-11-08"," CHIP3-2021; ;NA;NA",NA
5950,10172,"LAMOPE01-CHIP-08NOV2021","Mississippi Silverside",76,1,"10:31",38.055836,NA,121.929863,NA,2.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",265.477556,"FRP","Chipps Island","2021-11-08"," CHIP3-2021; ;NA;NA",NA
5950,10172,"LAMOPE01-CHIP-08NOV2021","Mississippi Silverside",65,1,"10:31",38.055836,NA,121.929863,NA,2.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",265.477556,"FRP","Chipps Island","2021-11-08"," CHIP3-2021; ;NA;NA",NA
5950,10172,"LAMOPE01-CHIP-08NOV2021","Mississippi Silverside",70,1,"10:31",38.055836,NA,121.929863,NA,2.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",265.477556,"FRP","Chipps Island","2021-11-08"," CHIP3-2021; ;NA;NA",NA
5950,10172,"LAMOPE01-CHIP-08NOV2021","Mississippi Silverside",77,1,"10:31",38.055836,NA,121.929863,NA,2.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",265.477556,"FRP","Chipps Island","2021-11-08"," CHIP3-2021; ;NA;NA",NA
5950,10172,"LAMOPE01-CHIP-08NOV2021","Mississippi Silverside",71,1,"10:31",38.055836,NA,121.929863,NA,2.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",265.477556,"FRP","Chipps Island","2021-11-08"," CHIP3-2021; ;NA;NA",NA
5950,10172,"LAMOPE01-CHIP-08NOV2021","Oriental Shrimp",NA,4,"10:31",38.055836,NA,121.929863,NA,2.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",265.477556,"FRP","Chipps Island","2021-11-08"," CHIP3-2021; ;NA;NA",NA
5950,10172,"LAMOPE01-CHIP-08NOV2021","Potamocorbula",NA,1,"10:31",38.055836,NA,121.929863,NA,2.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",265.477556,"FRP","Chipps Island","2021-11-08"," CHIP3-2021; ;NA;NA",NA
5950,10172,"LAMOPE01-CHIP-08NOV2021","Threadfin Shad",78,1,"10:31",38.055836,NA,121.929863,NA,2.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",265.477556,"FRP","Chipps Island","2021-11-08"," CHIP3-2021; ;NA;NA",NA
5950,10172,"LAMOPE01-CHIP-08NOV2021","Threadfin Shad",94,1,"10:31",38.055836,NA,121.929863,NA,2.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",265.477556,"FRP","Chipps Island","2021-11-08"," CHIP3-2021; ;NA;NA",NA
5950,10172,"LAMOPE01-CHIP-08NOV2021","Threadfin Shad",88,1,"10:31",38.055836,NA,121.929863,NA,2.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",265.477556,"FRP","Chipps Island","2021-11-08"," CHIP3-2021; ;NA;NA",NA
5950,10172,"LAMOPE01-CHIP-08NOV2021","Threadfin Shad",78,1,"10:31",38.055836,NA,121.929863,NA,2.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",265.477556,"FRP","Chipps Island","2021-11-08"," CHIP3-2021; ;NA;NA",NA
5951,10173,"LAMOPE02-CHIP-08NOV2021","Corbicula",NA,NA,"11:02",38.059167,NA,121.918313,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," CHIP1-2021; Corbicula caught; missing count;NA;NA",NA
5951,10173,"LAMOPE02-CHIP-08NOV2021","Mississippi Silverside",56,1,"11:02",38.059167,NA,121.918313,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," CHIP1-2021; Corbicula caught; missing count;NA;NA",NA
5951,10173,"LAMOPE02-CHIP-08NOV2021","Mississippi Silverside",70,1,"11:02",38.059167,NA,121.918313,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," CHIP1-2021; Corbicula caught; missing count;NA;NA",NA
5951,10173,"LAMOPE02-CHIP-08NOV2021","Mississippi Silverside",65,1,"11:02",38.059167,NA,121.918313,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," CHIP1-2021; Corbicula caught; missing count;NA;NA",NA
5952,10174,"LAMOPE03-CHIP-08NOV2021","Bay Pipefish",151,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA",NA
5952,10174,"LAMOPE03-CHIP-08NOV2021","Siberian Prawn",NA,13,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA",NA
5952,10174,"LAMOPE03-CHIP-08NOV2021","Maeotias",NA,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA",NA
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",59,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",49,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",51,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",57,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",48,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",61,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",66,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",51,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",60,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",50,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",48,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",62,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",58,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",34,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",49,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",60,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",54,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",72,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",72,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",72,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",39,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",66,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Mississippi Silverside",76,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA","Mississippi Silverside- Missing nearly all of caudal fin; measures to end of caudal peduncle; no hemmoraging. "
5952,10174,"LAMOPE03-CHIP-08NOV2021","Oriental Shrimp",NA,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA",NA
5952,10174,"LAMOPE03-CHIP-08NOV2021","Tule Perch",162,1,"11:35",38.070948,NA,121.915286,NA,1.4,NA,NA,NA,"1. No twists; snags; or tears","Boat",36.4,NA,NA,"LAMOPE",178.5518219,"FRP","Chipps Island","2021-11-08"," MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging ; ;NA;NA",NA
6642,11463,"BEASEI01-ARNO-28APR2022","Mississippi Silverside",73,5,"12:17",38.175232,NA,121.907262,NA,0.7,NA,"2= against flow",NA,"1. No twists; snags; or tears","Crew Members",5,13,NA,"BEASEI",22.75,"FRP","Arnold Slough","2022-04-28","gps 6 accuracy 3m; yelgob @ 20mm",""
6642,11463,"BEASEI01-ARNO-28APR2022","Yellowfin Goby",97,1,"12:17",38.175232,NA,121.907262,NA,0.7,NA,"2= against flow",NA,"1. No twists; snags; or tears","Crew Members",5,13,NA,"BEASEI",22.75,"FRP","Arnold Slough","2022-04-28","gps 6 accuracy 3m; yelgob @ 20mm",""
6655,11477,"BEASEI01-HORS-05MAY2022","Rainwater Killifish",40,2,"10:00",38.081486,NA,121.719216,NA,0.8,NA,"2= against flow",NA,"1. No twists; snags; or tears","Crew Members",13,15,NA,"BEASEI",78,"FRP","Horseshoe Bend","2022-05-05","gps 6 accuracy 3m; veg in net elodia; egeden; filalg; 3 sculpin in sample were too hard to measure",""
6655,11477,"BEASEI01-HORS-05MAY2022","Mississippi Silverside",48,90,"10:00",38.081486,NA,121.719216,NA,0.8,NA,"2= against flow",NA,"1. No twists; snags; or tears","Crew Members",13,15,NA,"BEASEI",78,"FRP","Horseshoe Bend","2022-05-05","gps 6 accuracy 3m; veg in net elodia; egeden; filalg; 3 sculpin in sample were too hard to measure",""
6655,11477,"BEASEI01-HORS-05MAY2022","Pacific Staghorn Sculpin",80,1,"10:00",38.081486,NA,121.719216,NA,0.8,NA,"2= against flow",NA,"1. No twists; snags; or tears","Crew Members",13,15,NA,"BEASEI",78,"FRP","Horseshoe Bend","2022-05-05","gps 6 accuracy 3m; veg in net elodia; egeden; filalg; 3 sculpin in sample were too hard to measure",""
6655,11477,"BEASEI01-HORS-05MAY2022","Threespine Stickleback",16,1,"10:00",38.081486,NA,121.719216,NA,0.8,NA,"2= against flow",NA,"1. No twists; snags; or tears","Crew Members",13,15,NA,"BEASEI",78,"FRP","Horseshoe Bend","2022-05-05","gps 6 accuracy 3m; veg in net elodia; egeden; filalg; 3 sculpin in sample were too hard to measure",""
6655,11477,"BEASEI01-HORS-05MAY2022","Yellowfin Goby",25,2,"10:00",38.081486,NA,121.719216,NA,0.8,NA,"2= against flow",NA,"1. No twists; snags; or tears","Crew Members",13,15,NA,"BEASEI",78,"FRP","Horseshoe Bend","2022-05-05","gps 6 accuracy 3m; veg in net elodia; egeden; filalg; 3 sculpin in sample were too hard to measure",""
7126,12124,"BEASEI01-HORS-15DEC2022","Mississippi Silverside",64,143,"09:20",38.098557,NA,121.70943,NA,0.9,NA,"2= against flow",NA,"1. No twists; snags; or tears","Crew Members",7.5,10,NA,"BEASEI",33.75,"FRP","Horseshoe Bend","2022-12-15","gearid bs02; dominant vegetation in sample: egeden",""
7126,12124,"BEASEI01-HORS-15DEC2022","Yellowfin Goby",91,1,"09:20",38.098557,NA,121.70943,NA,0.9,NA,"2= against flow",NA,"1. No twists; snags; or tears","Crew Members",7.5,10,NA,"BEASEI",33.75,"FRP","Horseshoe Bend","2022-12-15","gearid bs02; dominant vegetation in sample: egeden",""
6060,10317,"BEASEI01-HORS-18APR2022","Sacramento Sucker",22,1,"07:30",38.098705,NA,121.709367,NA,0.9,NA,"2= against flow",NA,"1. No twists; snags; or tears","Crew Members",6,15,NA,"BEASEI",40.5,"FRP","Horseshoe Bend","2022-04-18","no veg in net",""
6060,10317,"BEASEI01-HORS-18APR2022","Mississippi Silverside",66,47,"07:30",38.098705,NA,121.709367,NA,0.9,NA,"2= against flow",NA,"1. No twists; snags; or tears","Crew Members",6,15,NA,"BEASEI",40.5,"FRP","Horseshoe Bend","2022-04-18","no veg in net",""
7214,12216,"BEASEI01-HORS-30NOV2022","Mississippi Silverside",57,231,"09:23",38.097474,NA,121.709693,NA,1,NA,NA,NA,"1. No twists; snags; or tears","Crew Members",10.75,8,NA,"BEASEI",43,"FRP","Horseshoe Bend","2022-11-30","gps 5; accuracy 2m. not paired",""
6036,10294,"BEASEI01-LIBE-05APR2022","Siberian Prawn",NA,16,"14:30",38.241773,NA,121.682542,NA,1,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3,15,NA,"BEASEI",22.5,"FRP","Liberty Island","2022-04-05","raikill @ 41 and 22 both have a dark stripe down the side. prickly sculpin is less then 20cm.  % cod end filled: 1-33%",""
6036,10294,"BEASEI01-LIBE-05APR2022","Shrimp UNID",NA,1,"14:30",38.241773,NA,121.682542,NA,1,NA,"3= unknown",NA,"1. No twists; snags; or tears","Crew Members",3,15,NA,"BEASEI",22.5,"FRP","Liberty Island","2022-04-05","raikill @ 41 and 22 both have a dark stripe down the side. prickly sculpin is less then 20cm.  % cod end filled: 1-33%",""
