Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Vap Pres (kPa),qc,Air Temp (C),qc,Rel Hum (%),qc,Dew Point (C),qc,Wind Speed (m/s),qc,Wind Dir (0-360),qc,Soil Temp (C),qc
140,Twitchell Island,San Francisco Bay,2/17/2023,2000,048,0.01,R,0.00, ,0, ,0.5, ,8.5, ,44, ,-3.1, ,0.4,I,230, ,9.3, 
140,Twitchell Island,San Francisco Bay,2/17/2023,2100,048,0.01, ,0.00, ,0, ,0.5, ,7.1, ,54, ,-1.5, ,1.3, ,238, ,9.2, 
140,Twitchell Island,San Francisco Bay,2/17/2023,2200,048,0.02, ,0.00, ,0, ,0.6, ,7.7, ,54, ,-0.9, ,2.1, ,231, ,9.0, 
140,Twitchell Island,San Francisco Bay,2/17/2023,2300,048,0.00, ,0.00, ,0, ,0.6, ,5.9, ,69, ,0.6, ,1.6, ,219, ,8.9, 
140,Twitchell Island,San Francisco Bay,2/17/2023,2400,048,0.00, ,0.00, ,0, ,0.7, ,6.4, ,69, ,1.2, ,2.3, ,232, ,8.8, 
140,Twitchell Island,San Francisco Bay,2/18/2023,0100,049,0.01, ,0.00, ,0, ,0.6, ,6.8, ,62, ,0.1, ,2.7, ,237, ,8.8, 
140,Twitchell Island,San Francisco Bay,2/18/2023,0200,049,0.00, ,0.00, ,0, ,0.6, ,6.3, ,61, ,-0.7, ,1.6, ,218, ,8.7, 
140,Twitchell Island,San Francisco Bay,2/18/2023,0300,049,0.00, ,0.00, ,0, ,0.7, ,4.9, ,75, ,0.9, ,0.7, ,40, ,8.7, 
140,Twitchell Island,San Francisco Bay,2/18/2023,0400,049,0.00, ,0.00, ,0, ,0.7, ,2.6, ,97, ,2.2, ,0.9, ,320, ,8.6, 
140,Twitchell Island,San Francisco Bay,2/18/2023,0500,049,0.00, ,0.00, ,0, ,0.7, ,1.9, ,100, ,1.9, ,0.9, ,329, ,8.5, 
140,Twitchell Island,San Francisco Bay,2/18/2023,0600,049,0.00, ,0.00, ,0, ,0.6, ,0.7, ,100, ,0.7, ,0.7, ,261, ,8.4, 
140,Twitchell Island,San Francisco Bay,2/18/2023,0700,049,0.00,R,0.00, ,1, ,0.7, ,2.9, ,94, ,2.1, ,0.4,I,252, ,8.3, 
140,Twitchell Island,San Francisco Bay,2/18/2023,0800,049,0.01,R,0.00, ,83, ,0.7, ,3.3, ,85, ,1.0, ,0.4,I,149, ,8.2, 
140,Twitchell Island,San Francisco Bay,2/18/2023,0900,049,0.09, ,0.00, ,266, ,0.7, ,7.9, ,70, ,2.8, ,0.5, ,312, ,8.0, 
140,Twitchell Island,San Francisco Bay,2/18/2023,1000,049,0.23, ,0.00, ,450, ,0.7, ,12.8, ,44, ,1.0, ,1.5, ,347, ,8.0, 
140,Twitchell Island,San Francisco Bay,2/18/2023,1100,049,0.31, ,0.00, ,578, ,0.7, ,14.1, ,44, ,2.2, ,1.7, ,333, ,8.0, 
140,Twitchell Island,San Francisco Bay,2/18/2023,1200,049,0.38, ,0.00, ,675, ,0.6, ,15.9, ,35, ,0.6, ,1.8, ,6, ,8.1, 
140,Twitchell Island,San Francisco Bay,2/18/2023,1300,049,0.42, ,0.00, ,696, ,0.7, ,16.7, ,35, ,1.2, ,2.7, ,319, ,8.3, 
140,Twitchell Island,San Francisco Bay,2/18/2023,1400,049,0.38, ,0.00, ,590, ,0.7, ,16.3, ,39, ,2.4, ,2.8, ,326, ,8.6, 
140,Twitchell Island,San Francisco Bay,2/18/2023,1500,049,0.26, ,0.00, ,403, ,0.7, ,16.4, ,38, ,1.9, ,2.2, ,333, ,8.8, 
140,Twitchell Island,San Francisco Bay,2/18/2023,1600,049,0.16, ,0.00, ,256, ,0.7, ,15.9, ,38, ,1.7, ,2.0, ,336, ,9.0, 
140,Twitchell Island,San Francisco Bay,2/18/2023,1700,049,0.08, ,0.00, ,118, ,0.7, ,15.0, ,42, ,2.1, ,1.3, ,334, ,9.1, 
140,Twitchell Island,San Francisco Bay,2/18/2023,1800,049,0.04, ,0.00, ,18, ,0.7, ,13.0, ,46, ,1.6, ,0.9, ,335, ,9.2, 
140,Twitchell Island,San Francisco Bay,2/18/2023,1900,049,0.01, ,0.00, ,0, ,0.7, ,10.5, ,59, ,2.7, ,0.7, ,248, ,9.3, 
140,Twitchell Island,San Francisco Bay,2/18/2023,2000,049,0.00, ,0.00, ,0, ,0.8, ,7.4, ,78, ,3.9, ,0.5, ,111, ,9.3, 
140,Twitchell Island,San Francisco Bay,2/18/2023,2100,049,0.00, ,0.00, ,0, ,0.8, ,7.2, ,76, ,3.2, ,0.5, ,275, ,9.3, 
140,Twitchell Island,San Francisco Bay,2/18/2023,2200,049,0.01, ,0.00, ,0, ,0.7, ,9.2, ,63, ,2.4, ,1.3, ,297, ,9.2, 
140,Twitchell Island,San Francisco Bay,2/18/2023,2300,049,0.01, ,0.00, ,0, ,0.7, ,8.8, ,61, ,1.6, ,1.0, ,289, ,9.1, 
140,Twitchell Island,San Francisco Bay,2/18/2023,2400,049,0.00, ,0.00, ,0, ,0.7, ,4.4, ,89, ,2.8, ,0.7, ,109, ,8.9, 
140,Twitchell Island,San Francisco Bay,2/19/2023,0100,050,0.00, ,0.00, ,0, ,0.7, ,6.1, ,72, ,1.4, ,0.6, ,278, ,8.8, 
140,Twitchell Island,San Francisco Bay,2/19/2023,0200,050,0.00, ,0.00, ,0, ,0.7, ,2.6, ,98, ,2.3, ,0.5, ,114, ,8.7, 
140,Twitchell Island,San Francisco Bay,2/19/2023,0300,050,0.00, ,0.00, ,0, ,0.7, ,2.7, ,100, ,2.7, ,0.5, ,305, ,8.6, 
140,Twitchell Island,San Francisco Bay,2/19/2023,0400,050,0.00, ,0.00, ,0, ,0.7, ,2.9, ,99, ,2.7, ,0.5, ,226, ,8.5, 
140,Twitchell Island,San Francisco Bay,2/19/2023,0500,050,0.00, ,0.00, ,0, ,0.7, ,4.7, ,78, ,1.3, ,0.9, ,255, ,8.4, 
140,Twitchell Island,San Francisco Bay,2/19/2023,0600,050,0.00, ,0.00, ,0, ,0.7, ,1.9, ,97, ,1.5, ,0.6, ,114, ,8.2,Y
140,Twitchell Island,San Francisco Bay,2/19/2023,0700,050,0.00, ,0.00, ,2, ,0.7, ,1.5, ,100, ,1.5, ,0.5, ,20, ,8.1,Y
140,Twitchell Island,San Francisco Bay,2/19/2023,0800,050,0.01, ,0.00, ,98, ,0.8, ,3.2, ,100, ,3.2, ,0.5, ,302, ,8.0,Y
140,Twitchell Island,San Francisco Bay,2/19/2023,0900,050,0.11, ,0.00, ,268, ,0.9, ,10.7, ,71, ,5.7, ,1.2, ,360, ,7.9,Y
140,Twitchell Island,San Francisco Bay,2/19/2023,1000,050,0.21, ,0.00, ,430, ,0.9, ,13.0, ,60, ,5.4, ,1.2, ,11, ,7.8,Y
140,Twitchell Island,San Francisco Bay,2/19/2023,1100,050,0.34, ,0.00, ,545, ,0.7, ,15.2, ,42, ,2.5, ,2.6, ,316, ,7.9,Y
140,Twitchell Island,San Francisco Bay,2/19/2023,1200,050,0.41, ,0.00, ,669, ,0.7, ,17.1, ,37, ,2.4, ,2.9, ,337, ,8.0, 
140,Twitchell Island,San Francisco Bay,2/19/2023,1300,050,0.44, ,0.00, ,693, ,0.8, ,18.5, ,35, ,3.0, ,2.8, ,335, ,8.3, 
140,Twitchell Island,San Francisco Bay,2/19/2023,1400,050,0.41, ,0.00, ,603, ,0.8, ,19.3, ,33, ,2.9, ,2.4, ,343, ,8.5, 
140,Twitchell Island,San Francisco Bay,2/19/2023,1500,050,0.36, ,0.00, ,517, ,0.7, ,19.9, ,32, ,2.7, ,2.6, ,345, ,8.8, 
140,Twitchell Island,San Francisco Bay,2/19/2023,1600,050,0.25, ,0.00, ,347, ,0.7, ,20.1, ,30, ,2.0, ,2.2, ,340, ,8.9, 
140,Twitchell Island,San Francisco Bay,2/19/2023,1700,050,0.09, ,0.00, ,122, ,0.8, ,17.7, ,38, ,3.3, ,1.2, ,14, ,9.1, 
140,Twitchell Island,San Francisco Bay,2/19/2023,1800,050,0.04, ,0.00, ,31, ,0.9, ,14.6, ,52, ,4.8, ,0.6, ,200, ,9.3, 
140,Twitchell Island,San Francisco Bay,2/19/2023,1900,050,0.02, ,0.00, ,0, ,0.8, ,12.8, ,54, ,3.7, ,0.7, ,335, ,9.4, 
140,Twitchell Island,San Francisco Bay,2/19/2023,2000,050,0.01, ,0.00, ,0, ,0.8, ,10.8, ,61, ,3.7, ,0.7, ,106, ,9.4, 
140,Twitchell Island,San Francisco Bay,2/19/2023,2100,050,0.00, ,0.00, ,0, ,0.9, ,8.3, ,82, ,5.5, ,0.7, ,157, ,9.4, 
140,Twitchell Island,San Francisco Bay,2/19/2023,2200,050,0.00, ,0.00, ,0, ,0.9, ,8.5, ,82, ,5.5, ,1.2, ,345, ,9.3, 
140,Twitchell Island,San Francisco Bay,2/19/2023,2300,050,0.00, ,0.00, ,0, ,1.0, ,7.3, ,93, ,6.2, ,0.7, ,273, ,9.2, 
140,Twitchell Island,San Francisco Bay,2/19/2023,2400,050,0.00, ,0.00, ,0, ,0.9, ,5.5, ,100, ,5.5, ,0.6, ,9, ,9.1, 
140,Twitchell Island,San Francisco Bay,2/20/2023,0100,051,0.00, ,0.00, ,0, ,0.9, ,5.6, ,100, ,5.6, ,1.2, ,324, ,9.0, 
140,Twitchell Island,San Francisco Bay,2/20/2023,0200,051,0.00, ,0.00, ,0, ,0.9, ,6.2, ,100, ,6.2, ,1.4, ,332, ,8.9, 
140,Twitchell Island,San Francisco Bay,2/20/2023,0300,051,0.00, ,0.00, ,0, ,0.9, ,5.9, ,100, ,5.9, ,1.7, ,322, ,8.9, 
140,Twitchell Island,San Francisco Bay,2/20/2023,0400,051,0.00, ,0.00, ,0, ,0.9, ,4.7, ,100, ,4.7, ,1.2, ,336, ,8.8, 
140,Twitchell Island,San Francisco Bay,2/20/2023,0500,051,0.00, ,0.00, ,0, ,0.8, ,3.4, ,100, ,3.4, ,0.8, ,323, ,8.7, 
140,Twitchell Island,San Francisco Bay,2/20/2023,0600,051,0.00, ,0.00, ,0, ,0.8, ,4.0, ,100, ,4.0, ,0.7, ,294, ,8.6, 
140,Twitchell Island,San Francisco Bay,2/20/2023,0700,051,0.00, ,0.00, ,2, ,0.8, ,2.8, ,100, ,2.8, ,1.0, ,336, ,8.5, 
140,Twitchell Island,San Francisco Bay,2/20/2023,0800,051,0.00, ,0.00, ,63, ,0.8, ,4.5, ,100, ,4.5, ,1.3, ,320, ,8.5, 
140,Twitchell Island,San Francisco Bay,2/20/2023,0900,051,0.10, ,0.00, ,258, ,1.0, ,9.4, ,86, ,7.1, ,1.5, ,25, ,8.4, 
140,Twitchell Island,San Francisco Bay,2/20/2023,1000,051,0.19, ,0.00, ,401, ,1.0, ,12.8, ,67, ,6.9, ,0.7, ,10, ,8.3, 
140,Twitchell Island,San Francisco Bay,2/20/2023,1100,051,0.28, ,0.00, ,532, ,1.0, ,14.5, ,63, ,7.5, ,0.7, ,133, ,8.4, 
140,Twitchell Island,San Francisco Bay,2/20/2023,1200,051,0.31, ,0.00, ,549, ,1.1, ,16.4, ,57, ,7.8, ,0.8, ,72, ,8.6, 
140,Twitchell Island,San Francisco Bay,2/20/2023,1300,051,0.35, ,0.00, ,564, ,1.0, ,17.7, ,48, ,6.4, ,1.2, ,148, ,8.8, 
140,Twitchell Island,San Francisco Bay,2/20/2023,1400,051,0.38, ,0.00, ,612, ,0.9, ,19.1, ,43, ,6.2, ,1.3, ,73, ,9.0, 
140,Twitchell Island,San Francisco Bay,2/20/2023,1500,051,0.32, ,0.00, ,558, ,0.9, ,20.0, ,37, ,4.9, ,1.1, ,100, ,9.3, 
140,Twitchell Island,San Francisco Bay,2/20/2023,1600,051,0.21, ,0.00, ,353, ,0.8, ,19.9, ,37, ,4.6, ,1.0, ,131, ,9.5, 
140,Twitchell Island,San Francisco Bay,2/20/2023,1700,051,0.11, ,0.00, ,198, ,0.8, ,20.1, ,36, ,4.4, ,0.9, ,203, ,9.7, 
140,Twitchell Island,San Francisco Bay,2/20/2023,1800,051,0.03, ,0.00, ,26, ,0.9, ,16.5, ,46, ,4.8, ,0.7, ,231, ,9.8, 
140,Twitchell Island,San Francisco Bay,2/20/2023,1900,051,0.00, ,0.00, ,0, ,0.9, ,12.9, ,63, ,6.1, ,0.8, ,63, ,9.9, 
140,Twitchell Island,San Francisco Bay,2/20/2023,2000,051,0.00, ,0.00, ,0, ,0.9, ,12.1, ,62, ,5.0, ,0.5, ,269, ,9.9, 
140,Twitchell Island,San Francisco Bay,2/20/2023,2100,051,0.00, ,0.00, ,0, ,0.9, ,11.1, ,69, ,5.7, ,0.9, ,226, ,9.9, 
140,Twitchell Island,San Francisco Bay,2/20/2023,2200,051,0.00, ,0.00, ,0, ,1.0, ,9.1, ,86, ,6.9, ,0.6, ,76, ,9.8, 
140,Twitchell Island,San Francisco Bay,2/20/2023,2300,051,0.00, ,0.00, ,0, ,1.0, ,8.2, ,95, ,7.5, ,0.5, ,276, ,9.7, 
140,Twitchell Island,San Francisco Bay,2/20/2023,2400,051,0.00, ,0.00, ,0, ,1.0, ,8.5, ,89, ,6.9, ,0.7, ,202, ,9.7, 
140,Twitchell Island,San Francisco Bay,2/21/2023,0100,052,0.00, ,0.00, ,0, ,1.0, ,6.8, ,100, ,6.8, ,0.5, ,49, ,9.6, 
140,Twitchell Island,San Francisco Bay,2/21/2023,0200,052,0.00, ,0.00, ,0, ,1.0, ,7.1, ,100, ,7.1, ,0.6, ,171, ,9.5, 
140,Twitchell Island,San Francisco Bay,2/21/2023,0300,052,0.00, ,0.00, ,0, ,1.0, ,7.0, ,100, ,7.0, ,0.5, ,245, ,9.4, 
140,Twitchell Island,San Francisco Bay,2/21/2023,0400,052,0.00, ,0.00, ,0, ,0.9, ,5.9, ,100, ,5.9, ,0.6, ,195, ,9.3, 
140,Twitchell Island,San Francisco Bay,2/21/2023,0500,052,0.00, ,0.00, ,0, ,1.0, ,6.2, ,100, ,6.2, ,0.6, ,295, ,9.2, 
140,Twitchell Island,San Francisco Bay,2/21/2023,0600,052,0.00, ,0.00, ,0, ,0.9, ,5.8, ,100, ,5.8, ,1.0, ,159, ,9.1, 
140,Twitchell Island,San Francisco Bay,2/21/2023,0700,052,0.00, ,0.00, ,1, ,0.9, ,5.4, ,100, ,5.4, ,0.7, ,96, ,9.0, 
140,Twitchell Island,San Francisco Bay,2/21/2023,0800,052,0.01, ,0.00, ,57, ,1.0, ,6.8, ,100, ,6.8, ,1.6, ,122, ,8.9, 
140,Twitchell Island,San Francisco Bay,2/21/2023,0900,052,0.07, ,0.00, ,212, ,1.2, ,10.0, ,99, ,9.8, ,2.8, ,130, ,8.9, 
140,Twitchell Island,San Francisco Bay,2/21/2023,1000,052,0.23, ,0.00, ,384, ,1.2, ,14.0, ,73, ,9.2, ,5.1, ,203, ,8.8, 
140,Twitchell Island,San Francisco Bay,2/21/2023,1100,052,0.39, ,0.00, ,543, ,1.1, ,15.3, ,64, ,8.5, ,7.9, ,221, ,8.9, 
140,Twitchell Island,San Francisco Bay,2/21/2023,1200,052,0.49, ,0.00, ,652, ,1.1, ,16.7, ,56, ,7.9, ,8.0, ,213, ,9.1, 
140,Twitchell Island,San Francisco Bay,2/21/2023,1300,052,0.46, ,0.00, ,501, ,1.0, ,16.2, ,53, ,6.5, ,10.1, ,226, ,9.2, 
140,Twitchell Island,San Francisco Bay,2/21/2023,1400,052,0.47, ,0.00, ,514, ,1.0, ,15.2, ,56, ,6.5, ,12.0, ,227, ,9.4, 
140,Twitchell Island,San Francisco Bay,2/21/2023,1500,052,0.49, ,0.00, ,557, ,0.8, ,14.6, ,47, ,3.3, ,11.1, ,236, ,9.6, 
140,Twitchell Island,San Francisco Bay,2/21/2023,1600,052,0.38, ,0.00, ,405, ,0.7, ,14.3, ,41, ,1.2, ,9.3, ,244, ,9.7, 
140,Twitchell Island,San Francisco Bay,2/21/2023,1700,052,0.24, ,0.00, ,210, ,0.6, ,13.3, ,40, ,-0.1, ,7.9, ,248, ,9.8, 
140,Twitchell Island,San Francisco Bay,2/21/2023,1800,052,0.13, ,0.00, ,53, ,0.6, ,11.5, ,44, ,-0.3, ,7.2, ,249, ,9.8, 
140,Twitchell Island,San Francisco Bay,2/21/2023,1900,052,0.09, ,0.00, ,0, ,0.6, ,9.8, ,48, ,-0.7, ,7.7, ,249, ,9.8, 
140,Twitchell Island,San Francisco Bay,2/21/2023,2000,052,0.06, ,0.00, ,0, ,0.6, ,8.5, ,56, ,0.2, ,6.9, ,247, ,9.7, 
140,Twitchell Island,San Francisco Bay,2/21/2023,2100,052,0.05, ,0.00, ,0, ,0.6, ,7.8, ,58, ,0.0, ,6.0, ,245, ,9.7, 
140,Twitchell Island,San Francisco Bay,2/21/2023,2200,052,0.04, ,0.00, ,0, ,0.6, ,7.2, ,59, ,-0.4, ,5.4, ,240, ,9.6, 
140,Twitchell Island,San Francisco Bay,2/21/2023,2300,052,0.03, ,0.00, ,0, ,0.6, ,6.4, ,66, ,0.5, ,6.0, ,233, ,9.5, 
140,Twitchell Island,San Francisco Bay,2/21/2023,2400,052,0.03, ,0.00, ,0, ,0.6, ,6.0, ,66, ,0.2, ,5.8, ,232, ,9.4, 
140,Twitchell Island,San Francisco Bay,2/22/2023,0100,053,0.02, ,0.00, ,0, ,0.6, ,5.6, ,67, ,-0.1, ,5.6, ,236, ,9.3, 
140,Twitchell Island,San Francisco Bay,2/22/2023,0200,053,0.02, ,0.00, ,0, ,0.6, ,5.2, ,68, ,-0.3, ,5.6, ,232, ,9.2, 
140,Twitchell Island,San Francisco Bay,2/22/2023,0300,053,0.02, ,0.00, ,0, ,0.6, ,4.9, ,68, ,-0.5, ,5.2, ,234, ,9.1, 
140,Twitchell Island,San Francisco Bay,2/22/2023,0400,053,0.01, ,0.00, ,0, ,0.6, ,4.8, ,69, ,-0.5, ,5.3, ,232, ,8.9, 
140,Twitchell Island,San Francisco Bay,2/22/2023,0500,053,0.01, ,0.00, ,0, ,0.6, ,4.9, ,70, ,-0.1, ,5.2, ,227, ,8.8, 
140,Twitchell Island,San Francisco Bay,2/22/2023,0600,053,0.00, ,0.00, ,0, ,0.6, ,4.8, ,73, ,0.3, ,4.7, ,225, ,8.8, 
140,Twitchell Island,San Francisco Bay,2/22/2023,0700,053,0.01, ,0.00, ,3, ,0.6, ,4.7, ,74, ,0.4, ,4.8, ,227, ,8.7, 
140,Twitchell Island,San Francisco Bay,2/22/2023,0800,053,0.05, ,0.00, ,98, ,0.6, ,5.2, ,73, ,0.8, ,5.1, ,222, ,8.6, 
140,Twitchell Island,San Francisco Bay,2/22/2023,0900,053,0.14, ,0.00, ,286, ,0.7, ,6.8, ,67, ,1.0, ,5.3, ,230, ,8.5, 
140,Twitchell Island,San Francisco Bay,2/22/2023,1000,053,0.25, ,0.00, ,470, ,0.6, ,8.3, ,58, ,0.6, ,5.3, ,236, ,8.5, 
140,Twitchell Island,San Francisco Bay,2/22/2023,1100,053,0.34, ,0.00, ,589, ,0.6, ,9.7, ,52, ,0.3, ,5.1, ,230, ,8.5, 
140,Twitchell Island,San Francisco Bay,2/22/2023,1200,053,0.40, ,0.00, ,696, ,0.6, ,10.9, ,46, ,-0.1, ,5.2, ,226, ,8.5, 
140,Twitchell Island,San Francisco Bay,2/22/2023,1300,053,0.42, ,0.00, ,718, ,0.6, ,11.7, ,41, ,-1.1, ,4.6, ,233, ,8.6, 
140,Twitchell Island,San Francisco Bay,2/22/2023,1400,053,0.45, ,0.00, ,703, ,0.6, ,12.0, ,44, ,0.1, ,6.8, ,211, ,8.7, 
140,Twitchell Island,San Francisco Bay,2/22/2023,1500,053,0.38, ,0.00, ,570, ,0.6, ,11.7, ,44, ,-0.1, ,7.5, ,215, ,8.8, 
140,Twitchell Island,San Francisco Bay,2/22/2023,1600,053,0.29, ,0.00, ,392, ,0.6, ,10.5, ,49, ,0.3, ,7.8, ,216, ,8.9, 
140,Twitchell Island,San Francisco Bay,2/22/2023,1700,053,0.19, ,0.00, ,223, ,0.6, ,9.5, ,52, ,0.2, ,8.0, ,218, ,9.0, 
140,Twitchell Island,San Francisco Bay,2/22/2023,1800,053,0.08, ,0.00, ,40, ,0.6, ,8.1, ,57, ,0.2, ,7.2, ,224, ,9.0, 
140,Twitchell Island,San Francisco Bay,2/22/2023,1900,053,0.05, ,0.00, ,0, ,0.6, ,7.1, ,61, ,0.2, ,7.3, ,228, ,9.0,Y
140,Twitchell Island,San Francisco Bay,2/22/2023,2000,053,0.04, ,0.00, ,0, ,0.6, ,6.4, ,65, ,0.3, ,6.9, ,226, ,9.0,Y
140,Twitchell Island,San Francisco Bay,2/22/2023,2100,053,0.02, ,0.00, ,0, ,0.7, ,6.1, ,70, ,1.0, ,6.6, ,225, ,8.9,Y
140,Twitchell Island,San Francisco Bay,2/22/2023,2200,053,0.02, ,0.00, ,0, ,0.7, ,5.8, ,71, ,0.9, ,5.8, ,219, ,8.8,Y
140,Twitchell Island,San Francisco Bay,2/22/2023,2300,053,0.02, ,0.00, ,0, ,0.7, ,5.8, ,71, ,1.0, ,6.4, ,214, ,8.8,Y
140,Twitchell Island,San Francisco Bay,2/22/2023,2400,053,0.01, ,0.00, ,0, ,0.6, ,5.0, ,71, ,0.3, ,5.4, ,224, ,8.7,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,0100,054,0.01, ,0.00, ,0, ,0.6, ,4.6, ,73, ,0.2, ,3.9, ,194, ,8.6,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,0200,054,0.02, ,0.00, ,0, ,0.6, ,4.4, ,74, ,0.3, ,4.7, ,192, ,8.6,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,0300,054,0.01, ,0.00, ,0, ,0.6, ,4.4, ,73, ,0.0, ,3.5, ,193, ,8.5,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,0400,054,0.00, ,0.00, ,0, ,0.6, ,3.0, ,76, ,-0.8, ,1.9, ,170, ,8.4,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,0500,054,0.00, ,0.00, ,0, ,0.6, ,1.9, ,86, ,-0.2, ,1.4, ,168, ,8.4,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,0600,054,0.00, ,0.00, ,0, ,0.6, ,2.3, ,89, ,0.6, ,1.0, ,107, ,8.3,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,0700,054,0.00, ,0.00, ,2, ,0.7, ,2.0, ,99, ,1.9, ,2.1, ,152, ,8.2,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,0800,054,0.02, ,0.00, ,81, ,0.8, ,3.7, ,95, ,3.0, ,2.6, ,148, ,8.1,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,0900,054,0.08, ,0.00, ,184, ,0.7, ,6.2, ,78, ,2.7, ,4.6, ,152, ,8.1,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,1000,054,0.13, ,0.00, ,248, ,0.7, ,7.4, ,68, ,1.8, ,4.7, ,155, ,8.0,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,1100,054,0.21, ,0.00, ,378, ,0.7, ,8.5, ,62, ,1.6, ,4.7, ,162, ,8.0,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,1200,054,0.27, ,0.00, ,475, ,0.7, ,9.5, ,55, ,0.9, ,3.9, ,172, ,8.1,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,1300,054,0.25, ,0.00, ,410, ,0.6, ,10.2, ,50, ,0.1, ,3.8, ,174, ,8.2,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,1400,054,0.16, ,0.90, ,291, ,0.8, ,8.6, ,68, ,3.1, ,4.9, ,187, ,8.3,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,1500,054,0.27, ,0.00, ,502, ,0.8, ,9.6, ,69, ,4.2, ,5.2, ,162, ,8.4,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,1600,054,0.26, ,0.00, ,423, ,0.6, ,11.2, ,48, ,0.5, ,5.1, ,194, ,8.5,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,1700,054,0.15, ,0.00, ,180, ,0.7, ,9.8, ,54, ,0.9, ,6.1, ,173, ,8.6,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,1800,054,0.08, ,0.00, ,57, ,0.7, ,8.9, ,58, ,1.1, ,5.0, ,163, ,8.6,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,1900,054,0.04, ,0.00, ,0, ,0.7, ,7.7, ,62, ,0.9, ,5.1, ,158, ,8.7,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,2000,054,0.03, ,0.00, ,0, ,0.7, ,7.3, ,64, ,1.1, ,4.5, ,134, ,8.7,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,2100,054,0.04, ,0.00, ,0, ,0.7, ,7.5, ,64, ,1.1, ,5.9, ,128, ,8.6,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,2200,054,0.05, ,0.00, ,0, ,0.7, ,7.4, ,72, ,2.7, ,9.4, ,117, ,8.6,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,2300,054,0.03, ,0.00, ,0, ,0.8, ,7.0, ,80, ,3.8, ,10.1, ,117, ,8.5,Y
140,Twitchell Island,San Francisco Bay,2/23/2023,2400,054,0.02, ,0.30, ,0, ,0.8, ,6.4, ,85, ,4.1, ,10.4, ,119, ,8.4,Y
140,Twitchell Island,San Francisco Bay,2/24/2023,0100,055,0.02, ,1.20, ,0, ,0.8, ,6.3, ,87, ,4.3, ,10.6, ,123, ,8.3,Y
140,Twitchell Island,San Francisco Bay,2/24/2023,0200,055,0.01, ,5.50, ,0, ,0.9, ,6.1, ,94, ,5.2, ,10.5, ,120, ,8.2,Y
140,Twitchell Island,San Francisco Bay,2/24/2023,0300,055,0.00, ,4.00, ,0, ,0.9, ,6.0, ,98, ,5.8, ,9.4, ,132, ,8.0,Y
140,Twitchell Island,San Francisco Bay,2/24/2023,0400,055,0.00, ,6.10, ,0, ,0.9, ,5.3, ,100, ,5.2, ,11.0, ,131, ,7.7,Y
140,Twitchell Island,San Francisco Bay,2/24/2023,0500,055,0.00, ,2.40, ,0, ,0.9, ,4.6, ,100, ,4.6, ,9.3, ,120, ,7.3,Y
140,Twitchell Island,San Francisco Bay,2/24/2023,0600,055,0.00, ,0.90, ,0, ,0.9, ,5.2, ,100, ,5.2, ,10.6, ,120, ,7.2,Y
140,Twitchell Island,San Francisco Bay,2/24/2023,0700,055,0.00, ,2.90, ,0, ,0.9, ,5.2, ,100, ,5.2, ,9.5, ,119, ,7.1,Y
140,Twitchell Island,San Francisco Bay,2/24/2023,0800,055,0.00, ,0.70, ,15, ,0.9, ,5.1, ,100, ,5.1, ,7.1, ,122, ,6.9,Y
140,Twitchell Island,San Francisco Bay,2/24/2023,0900,055,0.01, ,0.10, ,69, ,0.9, ,5.6, ,100, ,5.6, ,6.2, ,123, ,6.9,Y
140,Twitchell Island,San Francisco Bay,2/24/2023,1000,055,0.08, ,0.00, ,236, ,1.0, ,6.8, ,100, ,6.8, ,4.3, ,129, ,6.9,Y
140,Twitchell Island,San Francisco Bay,2/24/2023,1100,055,0.04, ,0.00, ,163, ,1.0, ,7.6, ,98, ,7.2, ,4.4, ,135, ,7.0,Y
140,Twitchell Island,San Francisco Bay,2/24/2023,1200,055,0.05, ,0.00, ,181, ,1.0, ,8.2, ,94, ,7.2, ,3.7, ,138, ,7.0,Y
140,Twitchell Island,San Francisco Bay,2/24/2023,1300,055,0.21, ,0.00, ,424, ,0.9, ,9.2, ,80, ,5.9, ,3.2, ,159, ,7.1,Y
